epoch,cert_bound,rho_inf,obs_kappa,optimizer,activation,loss
100,2.1789024642434622,0.1337147355079651,0.12659752368927002,ranger,silu,sobolev
150,2.1195047410242673,0.1299019455909729,0.13150188326835632,ranger,silu,sobolev
200,2.0137334801928537,0.12459224462509155,0.1346277892589569,ranger,silu,sobolev
250,1.8761420338909336,0.11826986074447632,0.13652870059013367,ranger,silu,sobolev
300,1.7181043561682037,0.11105179041624069,0.13750168681144714,ranger,silu,sobolev
350,1.5543564448822045,0.10319477319717407,0.1373278796672821,ranger,silu,sobolev
400,1.3946665702609196,0.09501882642507553,0.13558940589427948,ranger,silu,sobolev
450,1.2453565800724125,0.08878457546234131,0.1335669755935669,ranger,silu,sobolev
500,1.1106341389638041,0.08346635103225708,0.137333944439888,ranger,silu,sobolev
550,1.0371283444244457,0.07860004901885986,0.1356962025165558,ranger,silu,sobolev
600,0.9705976115816,0.07429403066635132,0.13531799614429474,ranger,silu,sobolev
650,0.9105053367558039,0.07059973478317261,0.13533399999141693,ranger,silu,sobolev
700,0.8573880581151448,0.06757938861846924,0.13633577525615692,ranger,silu,sobolev
750,0.8114438165487716,0.06520938873291016,0.13781946897506714,ranger,silu,sobolev
800,0.7728036348083539,0.06344431638717651,0.14028532803058624,ranger,silu,sobolev
850,0.741140152548845,0.062214016914367676,0.14257846772670746,ranger,silu,sobolev
900,0.71323335462521,0.061390817165374756,0.1447780430316925,ranger,silu,sobolev
950,0.6912299178008054,0.0608292818069458,0.147447869181633,ranger,silu,sobolev
1000,0.685528462761898,0.0603603720664978,0.14947037398815155,ranger,silu,sobolev
1050,0.6812372055992116,0.05984818935394287,0.1489698886871338,ranger,silu,sobolev
1100,0.6748003198551821,0.05917954444885254,0.14817781746387482,ranger,silu,sobolev
1150,0.6683634341111525,0.05832892656326294,0.1479249745607376,ranger,silu,sobolev
1200,0.6576352912044366,0.05721390247344971,0.14846980571746826,ranger,silu,sobolev
1250,0.6479799625883923,0.055873751640319824,0.14785172045230865,ranger,silu,sobolev
1300,0.6351061911003333,0.054358601570129395,0.14709678292274475,ranger,silu,sobolev
1350,0.620086791030931,0.05269736051559448,0.1470070481300354,ranger,silu,sobolev
1400,0.6061402052522004,0.05094271898269653,0.1459459364414215,ranger,silu,sobolev
1450,0.5911208051827981,0.04913187026977539,0.14615030586719513,ranger,silu,sobolev
1500,0.578247033694739,0.04734688997268677,0.14582349359989166,ranger,silu,sobolev
1,2.1981970056770956,0.13527940213680267,0.1236991286277771,ranger,silu,sup
50,2.1963841748849937,0.13509362936019897,0.124159075319767,ranger,silu,sup
100,2.1829860503447525,0.13390061259269714,0.12660102546215057,ranger,silu,sup
150,2.1434593686665373,0.13162294030189514,0.12856662273406982,ranger,silu,sup
200,2.0515199176833914,0.12722143530845642,0.12997940182685852,ranger,silu,sup
250,1.9258485282601268,0.12161647528409958,0.13042409718036652,ranger,silu,sup
300,1.7744981207598671,0.11500132083892822,0.12988463044166565,ranger,silu,sup
350,1.6117729730734016,0.10764139145612717,0.12805020809173584,ranger,silu,sup
400,1.4478238108408379,0.09982991963624954,0.12391699105501175,ranger,silu,sup
450,1.2904983727961845,0.0918397605419159,0.12116867303848267,ranger,silu,sup
500,1.1449110010281172,0.08391065895557404,0.1221669465303421,ranger,silu,sup
550,1.0141474123612093,0.07623635977506638,0.12398718297481537,ranger,silu,sup
600,0.916407256604766,0.06895457953214645,0.12437312304973602,ranger,silu,sup
650,0.8386092222320836,0.062162742018699646,0.12276856601238251,ranger,silu,sup
700,0.7672496458764507,0.05591128021478653,0.1226237341761589,ranger,silu,sup
750,0.7023285275378675,0.050232380628585815,0.12282344698905945,ranger,silu,sup
800,0.6433093290482463,0.04512111842632294,0.12349212914705276,ranger,silu,sup
850,0.5907285885756748,0.040560901165008545,0.12432415038347244,ranger,silu,sup
900,0.5440497351963774,0.036522120237350464,0.12735319137573242,ranger,silu,sup
950,0.5021997580855552,0.0329628586769104,0.13008129596710205,ranger,silu,sup
1000,0.46571516265560753,0.02984631061553955,0.14366514980793,ranger,silu,sup
1050,0.4335228725703596,0.02712760865688324,0.1768459528684616,ranger,silu,sup
1100,0.4486554435415166,0.02476675808429718,0.19212409853935242,ranger,silu,sup
1150,0.49266231719032566,0.02272018790245056,0.18977706134319305,ranger,silu,sup
1200,0.5304367005877099,0.02095082402229309,0.1860688328742981,ranger,silu,sup
1250,0.569997448181359,0.019423186779022217,0.1828017383813858,ranger,silu,sup
1300,0.6043602611707672,0.01810447871685028,0.18020763993263245,ranger,silu,sup
1350,0.6340652153383174,0.016969874501228333,0.1779598444700241,ranger,silu,sup
1400,0.6597802646720214,0.01608145236968994,0.17618407309055328,ranger,silu,sup
1450,0.6820001510821844,0.01542288064956665,0.17505449056625366,ranger,silu,sup
1500,0.7011520087392493,0.01486140489578247,0.17363382875919342,ranger,silu,sup
1,2.1981970056770956,0.13531190156936646,0.12310327589511871,ranger,gelu,quadratic
50,2.1964150962543876,0.13515418767929077,0.12356093525886536,ranger,gelu,quadratic
100,2.1792267455538448,0.13365384936332703,0.12633846700191498,ranger,gelu,quadratic
150,2.1270405145865507,0.12978240847587585,0.13263854384422302,ranger,gelu,quadratic
200,2.0285233284013304,0.12442705035209656,0.1368776559829712,ranger,gelu,quadratic
250,1.8955208229538905,0.11800640821456909,0.13969755172729492,ranger,gelu,quadratic
300,1.7391158197397167,0.11061231046915054,0.14171390235424042,ranger,gelu,quadratic
350,1.5748983229117333,0.10481202602386475,0.14268839359283447,ranger,gelu,quadratic
400,1.4135482590040416,0.09993362426757812,0.1424875110387802,ranger,gelu,quadratic
450,1.2619912286243988,0.09524619579315186,0.14112511277198792,ranger,gelu,quadratic
500,1.1471187343937517,0.0910453200340271,0.14324943721294403,ranger,gelu,quadratic
550,1.0800513978714428,0.08751720190048218,0.14169400930404663,ranger,gelu,quadratic
600,1.0210321993818217,0.08472919464111328,0.1419205516576767,ranger,gelu,quadratic
650,0.9702978970371555,0.08265990018844604,0.1431664377450943,ranger,gelu,quadratic
700,0.9262910233883465,0.08117204904556274,0.1442948281764984,ranger,gelu,quadratic
750,0.8885072718642179,0.08008062839508057,0.14602424204349518,ranger,gelu,quadratic
800,0.860817382105972,0.07920700311660767,0.14834152162075043,ranger,gelu,quadratic
850,0.8425706296174414,0.0783873200416565,0.1498568207025528,ranger,gelu,quadratic
900,0.8243238771289109,0.07747817039489746,0.1492537260055542,ranger,gelu,quadratic
950,0.8089021717005067,0.07638388872146606,0.1487111747264862,ranger,gelu,quadratic
1000,0.7938827716311044,0.07501059770584106,0.14777328073978424,ranger,gelu,quadratic
1050,0.7777905572710306,0.07333207130432129,0.14725199341773987,ranger,gelu,quadratic
1100,0.7606255286202852,0.07132989168167114,0.1478322595357895,ranger,gelu,quadratic
1150,0.7380964285161817,0.06907278299331665,0.14699412882328033,ranger,gelu,quadratic
1200,0.71664014270275,0.06654399633407593,0.14696970582008362,ranger,gelu,quadratic
1250,0.6941110425986465,0.06383460760116577,0.14627452194690704,ranger,gelu,quadratic
1300,0.6694362484018241,0.061025142669677734,0.14569805562496185,ranger,gelu,quadratic
1350,0.6450763673886399,0.05816918611526489,0.14532434940338135,ranger,gelu,quadratic
1400,0.6203895846100397,0.05531662702560425,0.14560559391975403,ranger,gelu,quadratic
1450,0.5967761402131178,0.052528560161590576,0.14499999582767487,ranger,gelu,quadratic
1500,0.577456049342909,0.049865007400512695,0.14460669457912445,ranger,gelu,quadratic
1,2.1981970056770956,0.13531190156936646,0.12310327589511871,ranger,gelu,robust
50,2.196395049773382,0.135136678814888,0.12356209754943848,ranger,gelu,robust
100,2.1770562226496843,0.13323912024497986,0.1275477558374405,ranger,gelu,robust
150,2.115190554880039,0.12864167988300323,0.1347440928220749,ranger,gelu,robust
200,2.006915187218713,0.12259842455387115,0.13978688418865204,ranger,gelu,robust
250,1.8671297649400842,0.11575382947921753,0.1436453014612198,ranger,gelu,robust
300,1.704748027885745,0.11209326982498169,0.1465681493282318,ranger,gelu,robust
350,1.5343176942190873,0.10698479413986206,0.14765696227550507,ranger,gelu,robust
400,1.3658407787570732,0.1008564829826355,0.14612071216106415,ranger,gelu,robust
450,1.2062515296090706,0.09409260749816895,0.1435437798500061,ranger,gelu,robust
500,1.1009764519382297,0.08705025911331177,0.14089880883693695,ranger,gelu,robust
550,1.0124475886924222,0.08003658056259155,0.13848547637462616,ranger,gelu,robust
600,0.9279010309608638,0.07324570417404175,0.1364665925502777,ranger,gelu,robust
650,0.8479373215258328,0.06681066751480103,0.13599753379821777,ranger,gelu,robust
700,0.7731515657254129,0.06076771020889282,0.13548387587070465,ranger,gelu,robust
750,0.7035733091901055,0.054971277713775635,0.13557422161102295,ranger,gelu,robust
800,0.6370263295260529,0.049245238304138184,0.13655929267406464,ranger,gelu,robust
850,0.5767785962054007,0.043919384479522705,0.13862287998199463,ranger,gelu,robust
900,0.5216424534956389,0.0391080379486084,0.13914796710014343,ranger,gelu,robust
950,0.47108054433648217,0.03476041555404663,0.14070351421833038,ranger,gelu,robust
1000,0.4250419991445947,0.030822455883026123,0.1666051149368286,ranger,gelu,robust
1050,0.40250189312935103,0.02726757526397705,0.18795987963676453,ranger,gelu,robust
1100,0.40894192341942065,0.02405637502670288,0.18679867684841156,ranger,gelu,robust
1150,0.40142855474767275,0.02116096019744873,0.1865771859884262,ranger,gelu,robust
1200,0.38747515578585523,0.018561363220214844,0.18580375611782074,ranger,gelu,robust
1250,0.36922840329732465,0.016228556632995605,0.1846153736114502,ranger,gelu,robust
1300,0.34883497404543756,0.014150083065032959,0.18486739695072174,ranger,gelu,robust
1350,0.32522152964851564,0.01229947805404663,0.18394649028778076,ranger,gelu,robust
1400,0.30268142363327194,0.01066732406616211,0.18451844155788422,ranger,gelu,robust
1450,0.28228799438138485,0.009240388870239258,0.1834951490163803,ranger,gelu,robust
1500,0.26082122674781943,0.008002519607543945,0.18114995956420898,ranger,gelu,robust
1,2.1981970056770956,0.13531190156936646,0.12310327589511871,ranger,gelu,sobolev
50,2.1964098553443208,0.1351620852947235,0.12344194948673248,ranger,gelu,sobolev
100,2.1788611920766865,0.13374283909797668,0.12611901760101318,ranger,gelu,sobolev
150,2.119412238961589,0.12992310523986816,0.1303952932357788,ranger,gelu,sobolev
200,2.01445436737254,0.12459827214479446,0.13301962614059448,ranger,gelu,sobolev
250,1.8780518215192712,0.11818507313728333,0.13457784056663513,ranger,gelu,sobolev
300,1.720779054620789,0.11080534756183624,0.13515734672546387,ranger,gelu,sobolev
350,1.557173565065855,0.10275018960237503,0.134219691157341,ranger,gelu,sobolev
400,1.396997333990372,0.09436729550361633,0.13180041313171387,ranger,gelu,sobolev
450,1.246664580202331,0.08883190155029297,0.13193848729133606,ranger,gelu,sobolev
500,1.109998285549951,0.08398151397705078,0.13639108836650848,ranger,gelu,sobolev
550,1.037664882592533,0.07983207702636719,0.13609915971755981,ranger,gelu,sobolev
600,0.9751279197547077,0.07655394077301025,0.1367797553539276,ranger,gelu,sobolev
650,0.9209243314799551,0.07418280839920044,0.13799002766609192,ranger,gelu,sobolev
700,0.8753074502586287,0.0726361870765686,0.13985593616962433,ranger,gelu,sobolev
750,0.8350572609456935,0.07166701555252075,0.14305926859378815,ranger,gelu,sobolev
800,0.8001737635411498,0.07098901271820068,0.1455976366996765,ranger,gelu,sobolev
850,0.7717302964266757,0.07034558057785034,0.14785726368427277,ranger,gelu,sobolev
900,0.7556302207015017,0.0695459246635437,0.15000000596046448,ranger,gelu,sobolev
950,0.7406034833580059,0.0684921145439148,0.1498548686504364,ranger,gelu,sobolev
1000,0.7220042141561079,0.06713753938674927,0.1485884189605713,ranger,gelu,sobolev
1050,0.7037663712146909,0.06549078226089478,0.14814814925193787,ranger,gelu,sobolev
1100,0.6833828341805548,0.06356114149093628,0.14747633039951324,ranger,gelu,sobolev
1150,0.6619265483671231,0.06141674518585205,0.1478758156299591,ranger,gelu,sobolev
1200,0.6383246339723481,0.05903583765029907,0.14717140793800354,ranger,gelu,sobolev
1250,0.6136499052869014,0.056478917598724365,0.1474900096654892,ranger,gelu,sobolev
1300,0.5868295480201117,0.05380392074584961,0.14744186401367188,ranger,gelu,sobolev
1350,0.5610820050439935,0.051042020320892334,0.1469726711511612,ranger,gelu,sobolev
1400,0.5353344620678754,0.048248887062072754,0.14645427465438843,ranger,gelu,sobolev
1450,0.5095869190917571,0.04547238349914551,0.14656572043895721,ranger,gelu,sobolev
1500,0.4827665618249674,0.04277992248535156,0.1457858681678772,ranger,gelu,sobolev
1,2.1981970056770956,0.13531190156936646,0.12310327589511871,ranger,gelu,sup
50,2.1963841748849937,0.13512635231018066,0.12356271594762802,ranger,gelu,sup
100,2.1828720605507996,0.13391883671283722,0.12588761746883392,ranger,gelu,sup
150,2.1430010510811965,0.1315767616033554,0.1277385801076889,ranger,gelu,sup
200,2.0522743466875055,0.12712930142879486,0.1286558210849762,ranger,gelu,sup
250,1.9288514387056448,0.12149437516927719,0.1284569948911667,ranger,gelu,sup
300,1.7799899393961032,0.11486732959747314,0.12727676331996918,ranger,gelu,sup
350,1.619402820971384,0.1075122132897377,0.12469625473022461,ranger,gelu,sup
400,1.4571137170024753,0.09970961511135101,0.11971388012170792,ranger,gelu,sup
450,1.3005596098969014,0.09172601997852325,0.11821230500936508,ranger,gelu,sup
500,1.1550059109760134,0.08379088342189789,0.11905592679977417,ranger,gelu,sup
550,1.0233367585609403,0.0760931745171547,0.12106592208147049,ranger,gelu,sup
600,0.9112642860448507,0.0687732845544815,0.12283429503440857,ranger,gelu,sup
650,0.8332438405512089,0.0619255006313324,0.12210127711296082,ranger,gelu,sup
700,0.7608111878594012,0.05559709668159485,0.12165198475122452,ranger,gelu,sup
750,0.6942804550165556,0.04981023818254471,0.1219928041100502,ranger,gelu,sup
800,0.6341881801907594,0.04456309974193573,0.12243204563856125,ranger,gelu,sup
850,0.579461287045838,0.03981935977935791,0.12404930591583252,ranger,gelu,sup
900,0.5300997428261033,0.03550949692726135,0.12711022794246674,ranger,gelu,sup
950,0.48449399853866876,0.03151451796293259,0.1293126791715622,ranger,gelu,sup
1000,0.4427520824422861,0.027873121201992035,0.13222156465053558,ranger,gelu,sup
1050,0.40303856232019014,0.02473384141921997,0.15434925258159637,ranger,gelu,sup
1100,0.3654717189614507,0.022438406944274902,0.174288809299469,ranger,gelu,sup
1150,0.34346828213704617,0.020250141620635986,0.1911880522966385,ranger,gelu,sup
1200,0.3391749286103331,0.018165647983551025,0.19013524055480957,ranger,gelu,sup
1250,0.3316615599385852,0.01618748903274536,0.18949958682060242,ranger,gelu,sup
1300,0.31770816097676774,0.01432865858078003,0.18803419172763824,ranger,gelu,sup
1350,0.3037547620149502,0.012593626976013184,0.18705035746097565,ranger,gelu,sup
1400,0.2887280246714545,0.010991513729095459,0.18744052946567535,ranger,gelu,sup
1450,0.2726279489462804,0.009525537490844727,0.1854838728904724,ranger,gelu,sup
1500,0.2565278732211064,0.008195459842681885,0.18502673506736755,ranger,gelu,sup
1,2.1981970056770956,0.13474810123443604,0.12489182502031326,ranger,mish,quadratic
50,2.1957892005696613,0.1345011591911316,0.12538671493530273,ranger,mish,quadratic
100,2.1733281012736745,0.13237138092517853,0.12981659173965454,ranger,mish,quadratic
150,2.105446916929369,0.12797947227954865,0.13549168407917023,ranger,mish,quadratic
200,1.9827082097567277,0.12220250815153122,0.13739413022994995,ranger,mish,quadratic
250,1.8260078812602905,0.11552644520998001,0.13712145388126373,ranger,mish,quadratic
300,1.6532340746572682,0.10804907232522964,0.13465912640094757,ranger,mish,quadratic
350,1.4810093844064938,0.10003397613763809,0.12998373806476593,ranger,mish,quadratic
400,1.3191395532429282,0.09180466085672379,0.12450481206178665,ranger,mish,quadratic
450,1.1727137668869263,0.08364804089069366,0.12507310509681702,ranger,mish,quadratic
500,1.0432581783499373,0.07578326761722565,0.1275331974029541,ranger,mish,quadratic
550,0.9593303100517632,0.06841057538986206,0.12759904563426971,ranger,mish,quadratic
600,0.8938726535450925,0.06419694423675537,0.12753453850746155,ranger,mish,quadratic
650,0.8375361458959086,0.06093180179595947,0.12896141409873962,ranger,mish,quadratic
700,0.7892477107680368,0.05851387977600098,0.13082556426525116,ranger,mish,quadratic
750,0.749190190411432,0.05680727958679199,0.13295912742614746,ranger,mish,quadratic
800,0.7153800313885665,0.05564999580383301,0.13556209206581116,ranger,mish,quadratic
850,0.6863998950832533,0.05489039421081543,0.13894735276699066,ranger,mish,quadratic
900,0.6620881649313076,0.05436640977859497,0.1421198844909668,ranger,mish,quadratic
950,0.643688705425706,0.05395019054412842,0.1456410139799118,ranger,mish,quadratic
1000,0.6372518196816764,0.05350172519683838,0.148116797208786,ranger,mish,quadratic
1050,0.63296056251899,0.05295509099960327,0.14870689809322357,ranger,mish,quadratic
1100,0.6265236767749606,0.052243590354919434,0.1479371190071106,ranger,mish,quadratic
1150,0.620086791030931,0.05139869451522827,0.14712339639663696,ranger,mish,quadratic
1200,0.6107295391749352,0.050356149673461914,0.1467318832874298,ranger,mish,quadratic
1250,0.5999961553581525,0.04917186498641968,0.14577548205852509,ranger,mish,quadratic
1300,0.5914094483047264,0.04789191484451294,0.14588893949985504,ranger,mish,quadratic
1350,0.581749402869622,0.0465390682220459,0.1539897322654724,ranger,mish,quadratic
1400,0.5710160190528393,0.04513424634933472,0.16698291897773743,ranger,mish,quadratic
1450,0.5613559736177349,0.04371613264083862,0.1800193041563034,ranger,mish,quadratic
1500,0.5710160190528393,0.0423392653465271,0.18300655484199524,ranger,mish,quadratic
1,2.1981970056770956,0.13474810123443604,0.12489182502031326,ranger,mish,robust
50,2.1957521211309388,0.13447412848472595,0.12550818920135498,ranger,mish,robust
100,2.170066289870857,0.1317039430141449,0.13182316720485687,ranger,mish,robust
150,2.090385851624936,0.1265251338481903,0.13859842717647552,ranger,mish,robust
200,1.9632886726180014,0.12007246911525726,0.14235615730285645,ranger,mish,robust
250,1.8064050432919785,0.11432641744613647,0.14498887956142426,ranger,mish,robust
300,1.633572538496208,0.1090577244758606,0.14622068405151367,ranger,mish,robust
350,1.458857760849951,0.10265624523162842,0.14488358795642853,ranger,mish,robust
400,1.290967827315417,0.09556818008422852,0.14079797267913818,ranger,mish,robust
450,1.1385341237043523,0.08814722299575806,0.14107884466648102,ranger,mish,robust
500,1.0462494932819326,0.08071500062942505,0.13697943091392517,ranger,mish,robust
550,0.9582572337155882,0.07352954149246216,0.13455741107463837,ranger,mish,robust
600,0.8756303558301186,0.06675606966018677,0.13291329145431519,ranger,mish,robust
650,0.7989053977936111,0.06050080060958862,0.1331360936164856,ranger,mish,robust
700,0.729333430350384,0.05483478307723999,0.1331893503665924,ranger,mish,robust
750,0.6674535466121823,0.04976934194564819,0.13425198197364807,ranger,mish,robust
800,0.6123395467474526,0.045285165309906006,0.13705693185329437,ranger,mish,robust
850,0.561892642808574,0.04135918617248535,0.14028523862361908,ranger,mish,robust
900,0.5184224383506041,0.03796893358230591,0.14401622116565704,ranger,mish,robust
950,0.4977859618943697,0.03506970405578613,0.17519845068454742,ranger,mish,robust
1000,0.5216424534956389,0.03257489204406738,0.18759611248970032,ranger,mish,robust
1050,0.5796027261062654,0.030440807342529297,0.1861531287431717,ranger,mish,robust
1100,0.6343429835718571,0.028612911701202393,0.1853720098733902,ranger,mish,robust
1150,0.6762031804573096,0.02705073356628418,0.18406592309474945,ranger,mish,robust
1200,0.7159167005794057,0.02568817138671875,0.18367347121238708,ranger,mish,robust
1250,0.749190190411432,0.02448427677154541,0.18320341408252716,ranger,mish,robust
1300,0.777096988335067,0.02343297004699707,0.18246930837631226,ranger,mish,robust
1350,0.8028571094953455,0.02252185344696045,0.18226927518844604,ranger,mish,robust
1400,0.8232505387472326,0.02169746160507202,0.18170103430747986,ranger,mish,robust
1450,0.8414972912357632,0.02096778154373169,0.18184684216976166,ranger,mish,robust
1500,0.8554506901975807,0.02034294605255127,0.18167749047279358,ranger,mish,robust
1,2.1981970056770956,0.13474810123443604,0.12489182502031326,ranger,mish,sobolev
50,2.1957779326130176,0.13452161848545074,0.12526802718639374,ranger,mish,sobolev
100,2.172190299698175,0.13261549174785614,0.12855744361877441,ranger,mish,sobolev
150,2.0921191516067745,0.1282568722963333,0.13171927630901337,ranger,mish,sobolev
200,1.965785311151068,0.12252868711948395,0.13217732310295105,ranger,mish,sobolev
250,1.8077927052549123,0.11576313525438309,0.13096946477890015,ranger,mish,sobolev
300,1.635987287809481,0.10814978927373886,0.12759403884410858,ranger,mish,sobolev
350,1.4650454413203047,0.1000308245420456,0.1222812607884407,ranger,mish,sobolev
400,1.3044500684622302,0.09176499396562576,0.11887805163860321,ranger,mish,sobolev
450,1.1592316567628649,0.08363936096429825,0.11974844336509705,ranger,mish,sobolev
500,1.0311510864932734,0.07586143165826797,0.12218314409255981,ranger,mish,sobolev
550,0.9319668634793025,0.06856252253055573,0.12426035851240158,ranger,mish,sobolev
600,0.8665092069726318,0.06180877983570099,0.12462098151445389,ranger,mish,sobolev
650,0.809099622987273,0.056105077266693115,0.1256493628025055,ranger,mish,sobolev
700,0.7613477260274886,0.05364888906478882,0.12746115028858185,ranger,mish,sobolev
750,0.7207467232969579,0.052051663398742676,0.13010205328464508,ranger,mish,sobolev
800,0.6885465718466098,0.05119091272354126,0.13282443583011627,ranger,mish,sobolev
850,0.6622497814954922,0.05092138051986694,0.13656213879585266,ranger,mish,sobolev
900,0.6407830138619268,0.0510404109954834,0.14026685059070587,ranger,mish,sobolev
950,0.6225362613733962,0.05133771896362305,0.14393401145935059,ranger,mish,sobolev
1000,0.6147227195775731,0.05159991979598999,0.14688041806221008,ranger,mish,sobolev
1050,0.6147227195775731,0.051673829555511475,0.1491522639989853,ranger,mish,sobolev
1100,0.6115042767055583,0.05145341157913208,0.1497541218996048,ranger,mish,sobolev
1150,0.6061402052522004,0.05093812942504883,0.14859981834888458,ranger,mish,sobolev
1200,0.5954120623454844,0.050078749656677246,0.1480972021818161,ranger,mish,sobolev
1250,0.58575673372944,0.04894685745239258,0.14726506173610687,ranger,mish,sobolev
1300,0.5739557765320525,0.047618329524993896,0.14749403297901154,ranger,mish,sobolev
1350,0.5600091907533219,0.04613840579986572,0.146900936961174,ranger,mish,sobolev
1400,0.5471354192652629,0.04457062482833862,0.1458541452884674,ranger,mish,sobolev
1450,0.5331888334865321,0.04295450448989868,0.1468781977891922,ranger,mish,sobolev
1500,0.5205691151139606,0.041369855403900146,0.14600840210914612,ranger,mish,sobolev
1,2.1981970056770956,0.13474810123443604,0.12489182502031326,ranger,mish,sup
50,2.195735481241477,0.13446123898029327,0.1255091428756714,ranger,mish,sup
100,2.1797545051975704,0.13312922418117523,0.1279914379119873,ranger,mish,sup
150,2.120632191802385,0.13013741374015808,0.12896142899990082,ranger,mish,sup
200,2.0083379632790948,0.12517207860946655,0.12833616137504578,ranger,mish,sup
250,1.8641192551749692,0.1190478727221489,0.12659071385860443,ranger,mish,sup
300,1.7015703330894996,0.11201423406600952,0.1235995814204216,ranger,mish,sup
350,1.5340325887114539,0.10436341911554337,0.11867513507604599,ranger,mish,sup
400,1.370418713700413,0.09639155864715576,0.11467154324054718,ranger,mish,sup
450,1.2172183959693286,0.08836374431848526,0.11490178108215332,ranger,mish,sup
500,1.078003250217342,0.08049416542053223,0.11613751202821732,ranger,mish,sup
550,0.9547521130629202,0.07295512408018112,0.11796920746564865,ranger,mish,sup
600,0.8547053672747075,0.06585973501205444,0.11925618350505829,ranger,mish,sup
650,0.7806631000786374,0.059290483593940735,0.11950137466192245,ranger,mish,sup
700,0.7130592908996167,0.05327717214822769,0.11903445422649384,ranger,mish,sup
750,0.6524304779057333,0.04783666878938675,0.12013706564903259,ranger,mish,sup
800,0.5982401229288993,0.04296240210533142,0.12147887051105499,ranger,mish,sup
850,0.5494151168772521,0.03862476348876953,0.1245807334780693,ranger,mish,sup
900,0.5070286015983423,0.03479239344596863,0.12739750742912292,ranger,mish,sup
950,0.4689343916641323,0.03141891956329346,0.14333896338939667,ranger,mish,sup
1000,0.435132487074622,0.0284661203622818,0.1748865395784378,ranger,mish,sup
1050,0.44436209001480353,0.025892317295074463,0.19288727641105652,ranger,mish,sup
1100,0.48514894851857776,0.023657485842704773,0.19018743932247162,ranger,mish,sup
1150,0.5216424534956389,0.021718829870224,0.18891170620918274,ranger,mish,sup
1200,0.5506225898009521,0.020041421055793762,0.18816682696342468,ranger,mish,sup
1250,0.5763827109612306,0.018591150641441345,0.18723073601722717,ranger,mish,sup
1300,0.6012319619519013,0.01733754575252533,0.1833242028951645,ranger,mish,sup
1350,0.6276896482420693,0.016256943345069885,0.18059778213500977,ranger,mish,sup
1400,0.6505583593185006,0.015326157212257385,0.1786748766899109,ranger,mish,sup
1450,0.6702778075357987,0.014524519443511963,0.17653867602348328,ranger,mish,sup
1500,0.6872337238748792,0.013957619667053223,0.17523016035556793,ranger,mish,sup
